"","sample","compound","value","dilution","run","tube_label"
"1437","c27","valerate",5597,"concentrate","SBR3",27
"1438","c28","valerate",6216,"concentrate","SBR3",28
"1439","c29","valerate",7309,"concentrate","SBR3",29
"1440","c30","valerate",9394,"concentrate","SBR3",30
"1441","c31","valerate",667427,"concentrate","SBR3",31
"1442","c32","valerate",850149,"concentrate","SBR3",32
"1443","c33","valerate",1124412,"concentrate","SBR3",33
"1444","c34","valerate",902116,"concentrate","SBR3",34
"1445","c35","valerate",1161368,"concentrate","SBR3",35
"1446","c36","valerate",796160,"concentrate","SBR3",36
"1447","c37","valerate",1167164,"concentrate","SBR3",37
"1448","c38","valerate",1358068,"concentrate","SBR3",38
"1449","c39","valerate",1205982,"concentrate","SBR3",39
"1450","c40","valerate",888663,"concentrate","SBR3",40
"1451","c1","X4.methylvalerate",448,"concentrate","SBR3",1
"1452","c2","X4.methylvalerate",647,"concentrate","SBR3",2
"1453","c3","X4.methylvalerate",834,"concentrate","SBR3",3
"1454","c4","X4.methylvalerate",1372,"concentrate","SBR3",4
"1455","c5","X4.methylvalerate",402,"concentrate","SBR3",5
"1456","c6","X4.methylvalerate",649,"concentrate","SBR3",6
"1457","c7","X4.methylvalerate",290,"concentrate","SBR3",7
"1458","c8","X4.methylvalerate",1,"concentrate","SBR3",8
"1459","c9","X4.methylvalerate",644,"concentrate","SBR3",9
"1460","c10","X4.methylvalerate",147,"concentrate","SBR3",10
"1461","c21","X4.methylvalerate",506,"concentrate","SBR3",21
"1462","c22","X4.methylvalerate",444,"concentrate","SBR3",22
"1463","c23","X4.methylvalerate",191,"concentrate","SBR3",23
"1464","c24","X4.methylvalerate",492,"concentrate","SBR3",24
"1465","c25","X4.methylvalerate",819,"concentrate","SBR3",25
"1466","c26","X4.methylvalerate",323,"concentrate","SBR3",26
"1467","c27","X4.methylvalerate",498,"concentrate","SBR3",27
"1468","c28","X4.methylvalerate",1303,"concentrate","SBR3",28
"1469","c29","X4.methylvalerate",740,"concentrate","SBR3",29
"1470","c30","X4.methylvalerate",1174,"concentrate","SBR3",30
"1471","c31","X4.methylvalerate",1350,"concentrate","SBR3",31
"1472","c32","X4.methylvalerate",3980,"concentrate","SBR3",32
"1473","c33","X4.methylvalerate",2911,"concentrate","SBR3",33
"1474","c34","X4.methylvalerate",1351,"concentrate","SBR3",34
"1475","c35","X4.methylvalerate",2511,"concentrate","SBR3",35
"1476","c36","X4.methylvalerate",1131,"concentrate","SBR3",36
"1477","c37","X4.methylvalerate",3839,"concentrate","SBR3",37
"1478","c38","X4.methylvalerate",3480,"concentrate","SBR3",38
"1479","c39","X4.methylvalerate",7049,"concentrate","SBR3",39
"1480","c40","X4.methylvalerate",1692,"concentrate","SBR3",40
"1481","c1","hexanoate",31740,"concentrate","SBR3",1
"1482","c2","hexanoate",19382,"concentrate","SBR3",2
"1483","c3","hexanoate",16859,"concentrate","SBR3",3
"1484","c4","hexanoate",17686,"concentrate","SBR3",4
"1485","c5","hexanoate",21418,"concentrate","SBR3",5
"1486","c6","hexanoate",20143,"concentrate","SBR3",6
"1487","c7","hexanoate",22770,"concentrate","SBR3",7
"1488","c8","hexanoate",24769,"concentrate","SBR3",8
"1489","c9","hexanoate",24388,"concentrate","SBR3",9
"1490","c10","hexanoate",34396,"concentrate","SBR3",10
"1491","c21","hexanoate",20162,"concentrate","SBR3",21
"1492","c22","hexanoate",18630,"concentrate","SBR3",22
"1493","c23","hexanoate",15236,"concentrate","SBR3",23
"1494","c24","hexanoate",13868,"concentrate","SBR3",24
"1495","c25","hexanoate",18446,"concentrate","SBR3",25
"1496","c26","hexanoate",25240,"concentrate","SBR3",26
"1497","c27","hexanoate",22041,"concentrate","SBR3",27
"1498","c28","hexanoate",24383,"concentrate","SBR3",28
"1499","c29","hexanoate",17367,"concentrate","SBR3",29
"1500","c30","hexanoate",20893,"concentrate","SBR3",30
"1501","c31","hexanoate",35851,"concentrate","SBR3",31
"1502","c32","hexanoate",39897,"concentrate","SBR3",32
"1503","c33","hexanoate",51130,"concentrate","SBR3",33
"1504","c34","hexanoate",39089,"concentrate","SBR3",34
"1505","c35","hexanoate",34113,"concentrate","SBR3",35
"1506","c36","hexanoate",33531,"concentrate","SBR3",36
"1507","c37","hexanoate",42244,"concentrate","SBR3",37
"1508","c38","hexanoate",54526,"concentrate","SBR3",38
"1509","c39","hexanoate",47322,"concentrate","SBR3",39
"1510","c40","hexanoate",63381,"concentrate","SBR3",40
"1511","c1","phenol",1135,"concentrate","SBR3",1
"1512","c2","phenol",1402,"concentrate","SBR3",2
"1513","c3","phenol",1281,"concentrate","SBR3",3
"1514","c4","phenol",1,"concentrate","SBR3",4
"1515","c5","phenol",406,"concentrate","SBR3",5
"1516","c6","phenol",580,"concentrate","SBR3",6
"1517","c7","phenol",1574,"concentrate","SBR3",7
"1518","c8","phenol",358,"concentrate","SBR3",8
"1519","c9","phenol",1103,"concentrate","SBR3",9
"1520","c10","phenol",778,"concentrate","SBR3",10
"1521","c21","phenol",957,"concentrate","SBR3",21
"1522","c22","phenol",847,"concentrate","SBR3",22
"1523","c23","phenol",604,"concentrate","SBR3",23
"1524","c24","phenol",1119,"concentrate","SBR3",24
"1525","c25","phenol",1914,"concentrate","SBR3",25
"1526","c26","phenol",1793,"concentrate","SBR3",26
"1527","c27","phenol",1066,"concentrate","SBR3",27
"1528","c28","phenol",687,"concentrate","SBR3",28
"1529","c29","phenol",1407,"concentrate","SBR3",29
"1530","c30","phenol",1434,"concentrate","SBR3",30
"1531","c31","phenol",37943,"concentrate","SBR3",31
"1532","c32","phenol",38551,"concentrate","SBR3",32
"1533","c33","phenol",51393,"concentrate","SBR3",33
"1534","c34","phenol",41712,"concentrate","SBR3",34
"1535","c35","phenol",73131,"concentrate","SBR3",35
"1536","c36","phenol",134413,"concentrate","SBR3",36
"1537","c37","phenol",259198,"concentrate","SBR3",37
"1538","c38","phenol",388246,"concentrate","SBR3",38
"1539","c39","phenol",236673,"concentrate","SBR3",39
"1540","c40","phenol",28461,"concentrate","SBR3",40
"1541","c1","X2.hydroxyhexanoate",89747,"concentrate","SBR3",1
"1542","c2","X2.hydroxyhexanoate",69795,"concentrate","SBR3",2
"1543","c3","X2.hydroxyhexanoate",68467,"concentrate","SBR3",3
"1544","c4","X2.hydroxyhexanoate",22413,"concentrate","SBR3",4
"1545","c5","X2.hydroxyhexanoate",22177,"concentrate","SBR3",5
"1546","c6","X2.hydroxyhexanoate",15860,"concentrate","SBR3",6
"1547","c7","X2.hydroxyhexanoate",17227,"concentrate","SBR3",7
"1548","c8","X2.hydroxyhexanoate",16642,"concentrate","SBR3",8
"1549","c9","X2.hydroxyhexanoate",39005,"concentrate","SBR3",9
"1550","c10","X2.hydroxyhexanoate",18366,"concentrate","SBR3",10
"1551","c21","X2.hydroxyhexanoate",136069,"concentrate","SBR3",21
"1552","c22","X2.hydroxyhexanoate",245963,"concentrate","SBR3",22
"1553","c23","X2.hydroxyhexanoate",254996,"concentrate","SBR3",23
"1554","c24","X2.hydroxyhexanoate",197344,"concentrate","SBR3",24
"1555","c25","X2.hydroxyhexanoate",254247,"concentrate","SBR3",25
"1556","c26","X2.hydroxyhexanoate",221621,"concentrate","SBR3",26
"1557","c27","X2.hydroxyhexanoate",227547,"concentrate","SBR3",27
"1558","c28","X2.hydroxyhexanoate",184899,"concentrate","SBR3",28
"1559","c29","X2.hydroxyhexanoate",134696,"concentrate","SBR3",29
"1560","c30","X2.hydroxyhexanoate",228618,"concentrate","SBR3",30
"1561","c31","X2.hydroxyhexanoate",12091,"concentrate","SBR3",31
"1562","c32","X2.hydroxyhexanoate",15102,"concentrate","SBR3",32
"1563","c33","X2.hydroxyhexanoate",23234,"concentrate","SBR3",33
"1564","c34","X2.hydroxyhexanoate",10344,"concentrate","SBR3",34
"1565","c35","X2.hydroxyhexanoate",8136,"concentrate","SBR3",35
"1566","c36","X2.hydroxyhexanoate",13554,"concentrate","SBR3",36
"1567","c37","X2.hydroxyhexanoate",10628,"concentrate","SBR3",37
"1568","c38","X2.hydroxyhexanoate",20161,"concentrate","SBR3",38
"1569","c39","X2.hydroxyhexanoate",11923,"concentrate","SBR3",39
"1570","c40","X2.hydroxyhexanoate",14103,"concentrate","SBR3",40
"1571","c1","p.cresol",816,"concentrate","SBR3",1
"1572","c2","p.cresol",1393,"concentrate","SBR3",2
"1573","c3","p.cresol",2062,"concentrate","SBR3",3
"1574","c4","p.cresol",1214,"concentrate","SBR3",4
"1575","c5","p.cresol",1413,"concentrate","SBR3",5
"1576","c6","p.cresol",1103,"concentrate","SBR3",6
"1577","c7","p.cresol",208,"concentrate","SBR3",7
"1578","c8","p.cresol",2282,"concentrate","SBR3",8
"1579","c9","p.cresol",865,"concentrate","SBR3",9
"1580","c10","p.cresol",1954,"concentrate","SBR3",10
"1581","c21","p.cresol",1,"concentrate","SBR3",21
"1582","c22","p.cresol",645,"concentrate","SBR3",22
"1583","c23","p.cresol",1,"concentrate","SBR3",23
"1584","c24","p.cresol",911,"concentrate","SBR3",24
"1585","c25","p.cresol",1,"concentrate","SBR3",25
"1586","c26","p.cresol",2811,"concentrate","SBR3",26
"1587","c27","p.cresol",1003,"concentrate","SBR3",27
"1588","c28","p.cresol",2397,"concentrate","SBR3",28
"1589","c29","p.cresol",1011,"concentrate","SBR3",29
"1590","c30","p.cresol",988,"concentrate","SBR3",30
"1591","c31","p.cresol",948,"concentrate","SBR3",31
"1592","c32","p.cresol",1425,"concentrate","SBR3",32
"1593","c33","p.cresol",3811,"concentrate","SBR3",33
"1594","c34","p.cresol",897,"concentrate","SBR3",34
"1595","c35","p.cresol",899,"concentrate","SBR3",35
"1596","c36","p.cresol",5947,"concentrate","SBR3",36
"1597","c37","p.cresol",45841,"concentrate","SBR3",37
"1598","c38","p.cresol",13153,"concentrate","SBR3",38
"1599","c39","p.cresol",31611,"concentrate","SBR3",39
"1600","c40","p.cresol",7636,"concentrate","SBR3",40
"1601","c1","benzoate",56396,"concentrate","SBR3",1
"1602","c2","benzoate",72302,"concentrate","SBR3",2
"1603","c3","benzoate",57216,"concentrate","SBR3",3
"1604","c4","benzoate",36797,"concentrate","SBR3",4
"1605","c5","benzoate",52175,"concentrate","SBR3",5
"1606","c6","benzoate",72664,"concentrate","SBR3",6
"1607","c7","benzoate",44049,"concentrate","SBR3",7
"1608","c8","benzoate",59155,"concentrate","SBR3",8
"1609","c9","benzoate",50230,"concentrate","SBR3",9
"1610","c10","benzoate",114457,"concentrate","SBR3",10
"1611","c21","benzoate",39840,"concentrate","SBR3",21
"1612","c22","benzoate",91312,"concentrate","SBR3",22
"1613","c23","benzoate",61007,"concentrate","SBR3",23
"1614","c24","benzoate",44411,"concentrate","SBR3",24
"1615","c25","benzoate",91867,"concentrate","SBR3",25
"1616","c26","benzoate",90176,"concentrate","SBR3",26
"1617","c27","benzoate",52770,"concentrate","SBR3",27
"1618","c28","benzoate",44599,"concentrate","SBR3",28
"1619","c29","benzoate",63477,"concentrate","SBR3",29
"1620","c30","benzoate",50380,"concentrate","SBR3",30
"1621","c31","benzoate",58162,"concentrate","SBR3",31
"1622","c32","benzoate",44088,"concentrate","SBR3",32
"1623","c33","benzoate",47074,"concentrate","SBR3",33
"1624","c34","benzoate",50750,"concentrate","SBR3",34
"1625","c35","benzoate",64573,"concentrate","SBR3",35
"1626","c36","benzoate",49686,"concentrate","SBR3",36
"1627","c37","benzoate",48238,"concentrate","SBR3",37
"1628","c38","benzoate",61484,"concentrate","SBR3",38
"1629","c39","benzoate",42394,"concentrate","SBR3",39
"1630","c40","benzoate",45464,"concentrate","SBR3",40
"1631","c1","phenylacetate",7040,"concentrate","SBR3",1
"1632","c2","phenylacetate",6527,"concentrate","SBR3",2
"1633","c3","phenylacetate",11689,"concentrate","SBR3",3
"1634","c4","phenylacetate",19392,"concentrate","SBR3",4
"1635","c5","phenylacetate",23348,"concentrate","SBR3",5
"1636","c6","phenylacetate",34949,"concentrate","SBR3",6
"1637","c7","phenylacetate",31563,"concentrate","SBR3",7
"1638","c8","phenylacetate",34096,"concentrate","SBR3",8
"1639","c9","phenylacetate",12672,"concentrate","SBR3",9
"1640","c10","phenylacetate",33948,"concentrate","SBR3",10
"1641","c21","phenylacetate",9271,"concentrate","SBR3",21
"1642","c22","phenylacetate",4690,"concentrate","SBR3",22
"1643","c23","phenylacetate",4067,"concentrate","SBR3",23
"1644","c24","phenylacetate",6318,"concentrate","SBR3",24
"1645","c25","phenylacetate",8070,"concentrate","SBR3",25
"1646","c26","phenylacetate",11598,"concentrate","SBR3",26
"1647","c27","phenylacetate",15694,"concentrate","SBR3",27
"1648","c28","phenylacetate",16674,"concentrate","SBR3",28
"1649","c29","phenylacetate",20018,"concentrate","SBR3",29
"1650","c30","phenylacetate",18042,"concentrate","SBR3",30
"1651","c31","phenylacetate",10006,"concentrate","SBR3",31
"1652","c32","phenylacetate",4932,"concentrate","SBR3",32
"1653","c33","phenylacetate",7754,"concentrate","SBR3",33
"1654","c34","phenylacetate",5096,"concentrate","SBR3",34
"1655","c35","phenylacetate",4628,"concentrate","SBR3",35
"1656","c36","phenylacetate",34752,"concentrate","SBR3",36
"1657","c37","phenylacetate",61503,"concentrate","SBR3",37
"1658","c38","phenylacetate",81208,"concentrate","SBR3",38
"1659","c39","phenylacetate",72371,"concentrate","SBR3",39
"1660","c40","phenylacetate",15089,"concentrate","SBR3",40
"1661","c1","hydrocinnamate",1,"concentrate","SBR3",1
"1662","c2","hydrocinnamate",1,"concentrate","SBR3",2
"1663","c3","hydrocinnamate",1,"concentrate","SBR3",3
"1664","c4","hydrocinnamate",1,"concentrate","SBR3",4
"1665","c5","hydrocinnamate",1,"concentrate","SBR3",5
"1666","c6","hydrocinnamate",214,"concentrate","SBR3",6
"1667","c7","hydrocinnamate",1,"concentrate","SBR3",7
"1668","c8","hydrocinnamate",1,"concentrate","SBR3",8
"1669","c9","hydrocinnamate",1,"concentrate","SBR3",9
"1670","c10","hydrocinnamate",1,"concentrate","SBR3",10
"1671","c21","hydrocinnamate",1,"concentrate","SBR3",21
"1672","c22","hydrocinnamate",311,"concentrate","SBR3",22
"1673","c23","hydrocinnamate",231,"concentrate","SBR3",23
"1674","c24","hydrocinnamate",1,"concentrate","SBR3",24
"1675","c25","hydrocinnamate",1,"concentrate","SBR3",25
"1676","c26","hydrocinnamate",1,"concentrate","SBR3",26
"1677","c27","hydrocinnamate",1,"concentrate","SBR3",27
"1678","c28","hydrocinnamate",1,"concentrate","SBR3",28
"1679","c29","hydrocinnamate",1,"concentrate","SBR3",29
"1680","c30","hydrocinnamate",1,"concentrate","SBR3",30
"1681","c31","hydrocinnamate",523,"concentrate","SBR3",31
"1682","c32","hydrocinnamate",752,"concentrate","SBR3",32
"1683","c33","hydrocinnamate",563,"concentrate","SBR3",33
"1684","c34","hydrocinnamate",1133,"concentrate","SBR3",34
"1685","c35","hydrocinnamate",1656,"concentrate","SBR3",35
"1686","c36","hydrocinnamate",560,"concentrate","SBR3",36
"1687","c37","hydrocinnamate",1497,"concentrate","SBR3",37
"1688","c38","hydrocinnamate",3111,"concentrate","SBR3",38
"1689","c39","hydrocinnamate",3047,"concentrate","SBR3",39
"1690","c40","hydrocinnamate",250,"concentrate","SBR3",40
"1691","c1","X2.aminobutyrate",8172,"concentrate","SBR3",1
"1692","c2","X2.aminobutyrate",18788,"concentrate","SBR3",2
"1693","c3","X2.aminobutyrate",14369,"concentrate","SBR3",3
"1694","c4","X2.aminobutyrate",35588,"concentrate","SBR3",4
"1695","c5","X2.aminobutyrate",56799,"concentrate","SBR3",5
"1696","c6","X2.aminobutyrate",38897,"concentrate","SBR3",6
"1697","c7","X2.aminobutyrate",52300,"concentrate","SBR3",7
"1698","c8","X2.aminobutyrate",118273,"concentrate","SBR3",8
"1699","c9","X2.aminobutyrate",25746,"concentrate","SBR3",9
"1700","c10","X2.aminobutyrate",90762,"concentrate","SBR3",10
"1701","c21","X2.aminobutyrate",25411,"concentrate","SBR3",21
"1702","c22","X2.aminobutyrate",11301,"concentrate","SBR3",22
"1703","c23","X2.aminobutyrate",5734,"concentrate","SBR3",23
"1704","c24","X2.aminobutyrate",6335,"concentrate","SBR3",24
"1705","c25","X2.aminobutyrate",8296,"concentrate","SBR3",25
"1706","c26","X2.aminobutyrate",17715,"concentrate","SBR3",26
"1707","c27","X2.aminobutyrate",26037,"concentrate","SBR3",27
"1708","c28","X2.aminobutyrate",17049,"concentrate","SBR3",28
"1709","c29","X2.aminobutyrate",33952,"concentrate","SBR3",29
"1710","c30","X2.aminobutyrate",32000,"concentrate","SBR3",30
"1711","c31","X2.aminobutyrate",77421,"concentrate","SBR3",31
"1712","c32","X2.aminobutyrate",62067,"concentrate","SBR3",32
"1713","c33","X2.aminobutyrate",82420,"concentrate","SBR3",33
"1714","c34","X2.aminobutyrate",65839,"concentrate","SBR3",34
"1715","c35","X2.aminobutyrate",71443,"concentrate","SBR3",35
"1716","c36","X2.aminobutyrate",75669,"concentrate","SBR3",36
"1717","c37","X2.aminobutyrate",127306,"concentrate","SBR3",37
"1718","c38","X2.aminobutyrate",153270,"concentrate","SBR3",38
"1719","c39","X2.aminobutyrate",124242,"concentrate","SBR3",39
"1720","c40","X2.aminobutyrate",104102,"concentrate","SBR3",40
"1721","1","valine",65590,"dilute","SBR3",1
"1722","2","valine",82089,"dilute","SBR3",2
"1723","3","valine",52805,"dilute","SBR3",3
"1724","4","valine",59933,"dilute","SBR3",4
"1725","5","valine",240169,"dilute","SBR3",5
"1726","6","valine",73622,"dilute","SBR3",6
"1727","7","valine",81151,"dilute","SBR3",7
"1728","8","valine",1073501,"dilute","SBR3",8
"1729","9","valine",86847,"dilute","SBR3",9
"1730","10","valine",287837,"dilute","SBR3",10
"1731","21","valine",99504,"dilute","SBR3",21
"1732","22","valine",89811,"dilute","SBR3",22
"1733","23","valine",44100,"dilute","SBR3",23
"1734","24","valine",56621,"dilute","SBR3",24
"1735","25","valine",129986,"dilute","SBR3",25
"1736","26","valine",134720,"dilute","SBR3",26
"1737","27","valine",139430,"dilute","SBR3",27
"1738","28","valine",75048,"dilute","SBR3",28
"1739","29","valine",80011,"dilute","SBR3",29
"1740","30","valine",123473,"dilute","SBR3",30
"1741","31","valine",78023,"dilute","SBR3",31
"1742","32","valine",76419,"dilute","SBR3",32
"1743","33","valine",46935,"dilute","SBR3",33
"1744","34","valine",39070,"dilute","SBR3",34
"1745","35","valine",31914,"dilute","SBR3",35
"1746","36","valine",77596,"dilute","SBR3",36
"1747","37","valine",173424,"dilute","SBR3",37
"1748","38","valine",110090,"dilute","SBR3",38
"1749","39","valine",81292,"dilute","SBR3",39
"1750","40","valine",79751,"dilute","SBR3",40
"1751","1","leucine",37974,"dilute","SBR3",1
"1752","2","leucine",70776,"dilute","SBR3",2
"1753","3","leucine",33765,"dilute","SBR3",3
"1754","4","leucine",37278,"dilute","SBR3",4
"1755","5","leucine",140756,"dilute","SBR3",5
"1756","6","leucine",37966,"dilute","SBR3",6
"1757","7","leucine",53811,"dilute","SBR3",7
"1758","8","leucine",494321,"dilute","SBR3",8
"1759","9","leucine",58407,"dilute","SBR3",9
"1760","10","leucine",117940,"dilute","SBR3",10
"1761","21","leucine",67102,"dilute","SBR3",21
"1762","22","leucine",85813,"dilute","SBR3",22
"1763","23","leucine",44116,"dilute","SBR3",23
"1764","24","leucine",49868,"dilute","SBR3",24
"1765","25","leucine",113980,"dilute","SBR3",25
"1766","26","leucine",120117,"dilute","SBR3",26
"1767","27","leucine",102468,"dilute","SBR3",27
"1768","28","leucine",40269,"dilute","SBR3",28
"1769","29","leucine",49166,"dilute","SBR3",29
"1770","30","leucine",149298,"dilute","SBR3",30
"1771","31","leucine",107366,"dilute","SBR3",31
"1772","32","leucine",94478,"dilute","SBR3",32
"1773","33","leucine",46974,"dilute","SBR3",33
"1774","34","leucine",41297,"dilute","SBR3",34
"1775","35","leucine",46271,"dilute","SBR3",35
"1776","36","leucine",102354,"dilute","SBR3",36
"1777","37","leucine",228101,"dilute","SBR3",37
"1778","38","leucine",144010,"dilute","SBR3",38
"1779","39","leucine",106437,"dilute","SBR3",39
"1780","40","leucine",100233,"dilute","SBR3",40
"1781","1","isoleucine",36194,"dilute","SBR3",1
"1782","2","isoleucine",53863,"dilute","SBR3",2
"1783","3","isoleucine",38686,"dilute","SBR3",3
"1784","4","isoleucine",26752,"dilute","SBR3",4
"1785","5","isoleucine",105645,"dilute","SBR3",5
"1786","6","isoleucine",33553,"dilute","SBR3",6
"1787","7","isoleucine",50735,"dilute","SBR3",7
"1788","8","isoleucine",351005,"dilute","SBR3",8
"1789","9","isoleucine",43949,"dilute","SBR3",9
"1790","10","isoleucine",92907,"dilute","SBR3",10
"1791","21","isoleucine",47229,"dilute","SBR3",21
"1792","22","isoleucine",80702,"dilute","SBR3",22
"1793","23","isoleucine",27667,"dilute","SBR3",23
"1794","24","isoleucine",40088,"dilute","SBR3",24
"1795","25","isoleucine",94086,"dilute","SBR3",25
"1796","26","isoleucine",99548,"dilute","SBR3",26
"1797","27","isoleucine",99363,"dilute","SBR3",27
"1798","28","isoleucine",43862,"dilute","SBR3",28
"1799","29","isoleucine",57457,"dilute","SBR3",29
"1800","30","isoleucine",97968,"dilute","SBR3",30
"1801","31","isoleucine",73813,"dilute","SBR3",31
"1802","32","isoleucine",71006,"dilute","SBR3",32
"1803","33","isoleucine",36183,"dilute","SBR3",33
"1804","34","isoleucine",27392,"dilute","SBR3",34
"1805","35","isoleucine",29440,"dilute","SBR3",35
"1806","36","isoleucine",68014,"dilute","SBR3",36
"1807","37","isoleucine",133633,"dilute","SBR3",37
"1808","38","isoleucine",99117,"dilute","SBR3",38
"1809","39","isoleucine",63584,"dilute","SBR3",39
"1810","40","isoleucine",72231,"dilute","SBR3",40
"1811","1","proline",232331,"dilute","SBR3",1
"1812","2","proline",225334,"dilute","SBR3",2
"1813","3","proline",221749,"dilute","SBR3",3
"1814","4","proline",266969,"dilute","SBR3",4
"1815","5","proline",247002,"dilute","SBR3",5
"1816","6","proline",240419,"dilute","SBR3",6
"1817","7","proline",197386,"dilute","SBR3",7
"1818","8","proline",815488,"dilute","SBR3",8
"1819","9","proline",188263,"dilute","SBR3",9
"1820","10","proline",431847,"dilute","SBR3",10
"1821","21","proline",133744,"dilute","SBR3",21
"1822","22","proline",121512,"dilute","SBR3",22
"1823","23","proline",91132,"dilute","SBR3",23
"1824","24","proline",120200,"dilute","SBR3",24
"1825","25","proline",143425,"dilute","SBR3",25
"1826","26","proline",154847,"dilute","SBR3",26
"1827","27","proline",181169,"dilute","SBR3",27
"1828","28","proline",152317,"dilute","SBR3",28
"1829","29","proline",138778,"dilute","SBR3",29
"1830","30","proline",128214,"dilute","SBR3",30
"1831","31","proline",39025,"dilute","SBR3",31
"1832","32","proline",31319,"dilute","SBR3",32
"1833","33","proline",11838,"dilute","SBR3",33
"1834","34","proline",8914,"dilute","SBR3",34
"1835","35","proline",12460,"dilute","SBR3",35
"1836","36","proline",25545,"dilute","SBR3",36
"1837","37","proline",65258,"dilute","SBR3",37
"1838","38","proline",41048,"dilute","SBR3",38
"1839","39","proline",27252,"dilute","SBR3",39
"1840","40","proline",26900,"dilute","SBR3",40
"1841","c1","Succinate.ISTD",127891,"concentrate","SBR3",1
"1842","c2","Succinate.ISTD",80778,"concentrate","SBR3",2
"1843","c3","Succinate.ISTD",68139,"concentrate","SBR3",3
"1844","c4","Succinate.ISTD",72918,"concentrate","SBR3",4
"1845","c5","Succinate.ISTD",71184,"concentrate","SBR3",5
"1846","c6","Succinate.ISTD",79968,"concentrate","SBR3",6
"1847","c7","Succinate.ISTD",69597,"concentrate","SBR3",7
"1848","c8","Succinate.ISTD",106916,"concentrate","SBR3",8
"1849","c9","Succinate.ISTD",61299,"concentrate","SBR3",9
"1850","c10","Succinate.ISTD",83748,"concentrate","SBR3",10
"1851","c21","Succinate.ISTD",65033,"concentrate","SBR3",21
"1852","c22","Succinate.ISTD",69851,"concentrate","SBR3",22
"1853","c23","Succinate.ISTD",63908,"concentrate","SBR3",23
"1854","c24","Succinate.ISTD",54099,"concentrate","SBR3",24
"1855","c25","Succinate.ISTD",70832,"concentrate","SBR3",25
"1856","c26","Succinate.ISTD",80277,"concentrate","SBR3",26
"1857","c27","Succinate.ISTD",73368,"concentrate","SBR3",27
"1858","c28","Succinate.ISTD",69762,"concentrate","SBR3",28
"1859","c29","Succinate.ISTD",56526,"concentrate","SBR3",29
"1860","c30","Succinate.ISTD",63903,"concentrate","SBR3",30
"1861","c31","Succinate.ISTD",71139,"concentrate","SBR3",31
"1862","c32","Succinate.ISTD",56544,"concentrate","SBR3",32
"1863","c33","Succinate.ISTD",65926,"concentrate","SBR3",33
"1864","c34","Succinate.ISTD",34890,"concentrate","SBR3",34
"1865","c35","Succinate.ISTD",66065,"concentrate","SBR3",35
"1866","c36","Succinate.ISTD",78397,"concentrate","SBR3",36
"1867","c37","Succinate.ISTD",70866,"concentrate","SBR3",37
"1868","c38","Succinate.ISTD",63141,"concentrate","SBR3",38
"1869","c39","Succinate.ISTD",66359,"concentrate","SBR3",39
"1870","c40","Succinate.ISTD",55774,"concentrate","SBR3",40
"1871","c1","succinate",59553,"concentrate","SBR3",1
"1872","c2","succinate",82148,"concentrate","SBR3",2
"1873","c3","succinate",80176,"concentrate","SBR3",3
"1874","c4","succinate",22805,"concentrate","SBR3",4
"1875","c5","succinate",24153,"concentrate","SBR3",5
"1876","c6","succinate",18207,"concentrate","SBR3",6
"1877","c7","succinate",14190,"concentrate","SBR3",7
"1878","c8","succinate",21205,"concentrate","SBR3",8
"1879","c9","succinate",46724,"concentrate","SBR3",9
"1880","c10","succinate",27716,"concentrate","SBR3",10
"1881","c21","succinate",144271,"concentrate","SBR3",21
"1882","c22","succinate",278526,"concentrate","SBR3",22
"1883","c23","succinate",332479,"concentrate","SBR3",23
"1884","c24","succinate",220867,"concentrate","SBR3",24
"1885","c25","succinate",306942,"concentrate","SBR3",25
"1886","c26","succinate",260907,"concentrate","SBR3",26
"1887","c27","succinate",304329,"concentrate","SBR3",27
"1888","c28","succinate",223336,"concentrate","SBR3",28
"1889","c29","succinate",146751,"concentrate","SBR3",29
"1890","c30","succinate",239259,"concentrate","SBR3",30
"1891","c31","succinate",14419,"concentrate","SBR3",31
"1892","c32","succinate",15238,"concentrate","SBR3",32
"1893","c33","succinate",21848,"concentrate","SBR3",33
"1894","c34","succinate",2623,"concentrate","SBR3",34
"1895","c35","succinate",7236,"concentrate","SBR3",35
"1896","c36","succinate",16930,"concentrate","SBR3",36
"1897","c37","succinate",18793,"concentrate","SBR3",37
"1898","c38","succinate",24989,"concentrate","SBR3",38
"1899","c39","succinate",13306,"concentrate","SBR3",39
"1900","c40","succinate",18036,"concentrate","SBR3",40
"1901","1","alanine",45297,"dilute","SBR3",1
"1902","2","alanine",59568,"dilute","SBR3",2
"1903","3","alanine",43872,"dilute","SBR3",3
"1904","4","alanine",24440,"dilute","SBR3",4
"1905","5","alanine",50877,"dilute","SBR3",5
"1906","6","alanine",35258,"dilute","SBR3",6
"1907","7","alanine",42107,"dilute","SBR3",7
"1908","8","alanine",105694,"dilute","SBR3",8
"1909","9","alanine",46177,"dilute","SBR3",9
"1910","10","alanine",28630,"dilute","SBR3",10
"1911","21","alanine",51919,"dilute","SBR3",21
"1912","22","alanine",50374,"dilute","SBR3",22
"1913","23","alanine",28301,"dilute","SBR3",23
"1914","24","alanine",31792,"dilute","SBR3",24
"1915","25","alanine",52873,"dilute","SBR3",25
"1916","26","alanine",52867,"dilute","SBR3",26
"1917","27","alanine",55504,"dilute","SBR3",27
"1918","28","alanine",38571,"dilute","SBR3",28
"1919","29","alanine",41981,"dilute","SBR3",29
